Year,District,Fertilizer CONSUMPTION (tons)
1991,Ludhiana,145434
1992,Ludhiana,135126
1993,Ludhiana,129182
1994,Ludhiana,136195
1995,Ludhiana,137558
1996,Ludhiana,116319
1997,Ludhiana,141100
1998,Ludhiana,139838
1999,Ludhiana,152336
2000,Ludhiana,135672
2001,Ludhiana,138499
2002,Ludhiana,146039
2003,Ludhiana,146386
2004,Ludhiana,159144
2005,Ludhiana,145626
2006,Ludhiana,150814
2007,Ludhiana,151543
2008,Ludhiana,159179
2009,Ludhiana,162933
2010,Ludhiana,174172
2011,Ludhiana,161844
2012,Ludhiana,165096
2013,Ludhiana,164592
2014,Ludhiana,187629
2015,Ludhiana,204751
2016,Ludhiana,199407
2017,Ludhiana,195457
1966,Ferozpur,8556
1967,Ferozpur,16946
1968,Ferozpur,31348
1969,Ferozpur,25762
1970,Ferozpur,34159
1971,Ferozpur,40935
1972,Ferozpur,45341
1973,Ferozpur,54488
1974,Ferozpur,42895
1975,Ferozpur,56378
1976,Ferozpur,80711
1977,Ferozpur,105042
1978,Ferozpur,129375
1979,Ferozpur,153706
1980,Ferozpur,139264
1981,Ferozpur,186169
1982,Ferozpur,200209
1983,Ferozpur,227954
1984,Ferozpur,240367
1985,Ferozpur,244621
1986,Ferozpur,232782
1987,Ferozpur,217525
1988,Ferozpur,221672
1989,Ferozpur,220574
1990,Ferozpur,244775
1991,Ferozpur,257351
1992,Ferozpur,259175
1993,Ferozpur,266532
1994,Ferozpur,283259
1995,Ferozpur,293818
1996,Ferozpur,282250
1997,Ferozpur,280720
1998,Ferozpur,332764
1999,Ferozpur,316827
2000,Ferozpur,296646
2001,Ferozpur,338056
2002,Ferozpur,311664
2003,Ferozpur,326491
2004,Ferozpur,339934
2005,Ferozpur,375990
2006,Ferozpur,348182
2007,Ferozpur,350080
2008,Ferozpur,377245
2009,Ferozpur,398880
2010,Ferozpur,401880
2011,Ferozpur,418888
2012,Ferozpur,413190
2013,Ferozpur,351653
2014,Ferozpur,302150
2015,Ferozpur,341301
2016,Ferozpur,327906
2017,Ferozpur,303800
1966,Bhatinda,4027
1967,Bhatinda,10826
1968,Bhatinda,16538
1969,Bhatinda,12667
1970,Bhatinda,18559
1971,Bhatinda,22755
1972,Bhatinda,25093
1973,Bhatinda,31931
1974,Bhatinda,21905
1975,Bhatinda,25457
1976,Bhatinda,36197
1977,Bhatinda,46937
1978,Bhatinda,57676
1979,Bhatinda,68415
1980,Bhatinda,70612
1981,Bhatinda,90817
1982,Bhatinda,90364
1983,Bhatinda,106299
1984,Bhatinda,111937
1985,Bhatinda,119292
1986,Bhatinda,129216
1987,Bhatinda,116925
1988,Bhatinda,122852
1989,Bhatinda,127694
1990,Bhatinda,144127
1991,Bhatinda,153169
1992,Bhatinda,168789
1993,Bhatinda,154871
1994,Bhatinda,161872
1995,Bhatinda,150312
1996,Bhatinda,143596
1997,Bhatinda,170280
1998,Bhatinda,174903
1999,Bhatinda,179917
2000,Bhatinda,169005
2001,Bhatinda,186992
2002,Bhatinda,195654
2003,Bhatinda,206331
2004,Bhatinda,249751
2005,Bhatinda,257228
2006,Bhatinda,248678
2007,Bhatinda,248042
2008,Bhatinda,263592
2009,Bhatinda,279118
2010,Bhatinda,284116
2011,Bhatinda,290690
2012,Bhatinda,301109
2013,Bhatinda,239095
2014,Bhatinda,236442
2015,Bhatinda,263246
2016,Bhatinda,251815
2017,Bhatinda,231087
1966,Sangrur,3850
1967,Sangrur,9311
1968,Sangrur,16270
1969,Sangrur,16086
1970,Sangrur,20075
1971,Sangrur,26165
1972,Sangrur,29128
1973,Sangrur,29116
1974,Sangrur,26750
1975,Sangrur,30201
1976,Sangrur,38538
1977,Sangrur,46876
1978,Sangrur,55212
1979,Sangrur,63549
1980,Sangrur,73894
1981,Sangrur,82439
1982,Sangrur,92516
1983,Sangrur,102774
1984,Sangrur,107637
1985,Sangrur,114584
1986,Sangrur,112746
1987,Sangrur,117634
1988,Sangrur,116252
1989,Sangrur,119980
1990,Sangrur,127613
1991,Sangrur,132886
1992,Sangrur,120366
1993,Sangrur,113622
1994,Sangrur,136822
1995,Sangrur,139264
1996,Sangrur,136969
1997,Sangrur,136720
1998,Sangrur,136598
1999,Sangrur,169135
2000,Sangrur,138029
2001,Sangrur,95679
2002,Sangrur,114606
2003,Sangrur,169030
2004,Sangrur,174778
2005,Sangrur,166155
2006,Sangrur,177721
2007,Sangrur,179378
2008,Sangrur,221686
2009,Sangrur,226305
2010,Sangrur,227007
2011,Sangrur,227211
2012,Sangrur,229063
2013,Sangrur,207080
2014,Sangrur,190659
2015,Sangrur,203882
2016,Sangrur,194875
2017,Sangrur,179630
1966,Patiala,3568
1967,Patiala,8769
1968,Patiala,15121
1969,Patiala,16757
1970,Patiala,18516
1971,Patiala,28042
1972,Patiala,30982
1973,Patiala,30101
1974,Patiala,23916
1975,Patiala,27466
1976,Patiala,38912
1977,Patiala,50359
1978,Patiala,61803
1979,Patiala,73249
1980,Patiala,84431
1981,Patiala,86108
1982,Patiala,97548
1983,Patiala,100545
1984,Patiala,108674
1985,Patiala,113059
1986,Patiala,114652
1987,Patiala,116921
1988,Patiala,118719
1989,Patiala,118127
1990,Patiala,131235
1991,Patiala,133611
1992,Patiala,121711
1993,Patiala,133754
1994,Patiala,139754
1995,Patiala,126160
1996,Patiala,123501
1997,Patiala,139180
1998,Patiala,142617
1999,Patiala,162603
2000,Patiala,149775
2001,Patiala,114843
2002,Patiala,164595
2003,Patiala,151708
2004,Patiala,153050
2005,Patiala,172438
2006,Patiala,168877
2007,Patiala,169880
2008,Patiala,178192
2009,Patiala,184907
2010,Patiala,189282
2011,Patiala,179239
2012,Patiala,199457
2013,Patiala,169193
2014,Patiala,181053
2015,Patiala,213135
2016,Patiala,203436
2017,Patiala,186558
1966,Hissar,2903
1967,Hissar,6668
1968,Hissar,8621
1969,Hissar,10928
1970,Hissar,13822
1971,Hissar,16499
1972,Hissar,18044
1973,Hissar,21732
1974,Hissar,16553
1975,Hissar,20852
1976,Hissar,34097
1977,Hissar,45487
1978,Hissar,47940
1979,Hissar,45905
1980,Hissar,48705
1981,Hissar,57003
1982,Hissar,77440
1983,Hissar,86252
1984,Hissar,81767
1985,Hissar,96155
1986,Hissar,110570
1987,Hissar,107547
1988,Hissar,145668
1989,Hissar,165065
1990,Hissar,177520
1991,Hissar,184075
1992,Hissar,175075
1993,Hissar,209660
1994,Hissar,210368
1995,Hissar,212632
1996,Hissar,203028
1997,Hissar,222083
1998,Hissar,219516
1999,Hissar,247042
2000,Hissar,246429
2001,Hissar,252907
2002,Hissar,246902
2003,Hissar,264445
2004,Hissar,277409
2005,Hissar,298163
2006,Hissar,306763
2007,Hissar,340781
2008,Hissar,366184
2009,Hissar,384045
2010,Hissar,400068
2011,Hissar,455234
2012,Hissar,399540
2013,Hissar,351129
2014,Hissar,393351
2015,Hissar,341945
2016,Hissar,378145
2017,Hissar,402341
1966,Gurgaon,1443
1967,Gurgaon,3775
1968,Gurgaon,3908
1969,Gurgaon,4073
1970,Gurgaon,5278
1971,Gurgaon,5126
1972,Gurgaon,8189
1973,Gurgaon,7940
1974,Gurgaon,4291
1975,Gurgaon,4943
1976,Gurgaon,6638
1977,Gurgaon,10125
1978,Gurgaon,11429
1979,Gurgaon,12203
1980,Gurgaon,11397
1981,Gurgaon,12395
1982,Gurgaon,15278
1983,Gurgaon,16975
1984,Gurgaon,18128
1985,Gurgaon,20554
1986,Gurgaon,24225
1987,Gurgaon,21166
1988,Gurgaon,26969
1989,Gurgaon,29722
1990,Gurgaon,33163
1991,Gurgaon,36537
1992,Gurgaon,36543
1993,Gurgaon,43714
1994,Gurgaon,36277
1995,Gurgaon,53917
1996,Gurgaon,60928
1997,Gurgaon,69329
1998,Gurgaon,75248
1999,Gurgaon,65636
2000,Gurgaon,60349
2001,Gurgaon,68000
2002,Gurgaon,66251
2003,Gurgaon,72373
2004,Gurgaon,78769
2005,Gurgaon,84157
2006,Gurgaon,93249
2007,Gurgaon,117923
2008,Gurgaon,118050
2009,Gurgaon,126636
2010,Gurgaon,118079
2011,Gurgaon,112357
2012,Gurgaon,120744
2013,Gurgaon,92831
2014,Gurgaon,103730
2015,Gurgaon,134382
2016,Gurgaon,131041
2017,Gurgaon,117084
1966,Jind,0
1967,Jind,0
1968,Jind,0
1969,Jind,0
1970,Jind,3064
1971,Jind,4000
1972,Jind,3529
1973,Jind,4553
1974,Jind,2927
1975,Jind,4955
1976,Jind,6901
1977,Jind,9682
1978,Jind,12154
1979,Jind,12239
1980,Jind,13552
1981,Jind,16096
1982,Jind,21221
1983,Jind,20466
1984,Jind,23445
1985,Jind,25139
1986,Jind,30634
1987,Jind,29490
1988,Jind,41165
1989,Jind,38500
1990,Jind,55470
1991,Jind,55254
1992,Jind,52285
1993,Jind,59710
1994,Jind,60640
1995,Jind,47354
1996,Jind,66493
1997,Jind,73243
1998,Jind,70482
1999,Jind,67840
2000,Jind,75702
2001,Jind,80778
2002,Jind,75280
2003,Jind,84927
2004,Jind,86010
2005,Jind,92300
2006,Jind,91812
2007,Jind,104515
2008,Jind,109668
2009,Jind,117098
2010,Jind,117852
2011,Jind,121575
2012,Jind,119074
2013,Jind,102481
2014,Jind,120796
2015,Jind,120198
2016,Jind,113585
2017,Jind,127113
1966,Mahendragarh / Narnaul,424
1967,Mahendragarh / Narnaul,772
1968,Mahendragarh / Narnaul,774
1969,Mahendragarh / Narnaul,904
1970,Mahendragarh / Narnaul,1121
1971,Mahendragarh / Narnaul,1053
1972,Mahendragarh / Narnaul,1471
1973,Mahendragarh / Narnaul,2750
1974,Mahendragarh / Narnaul,2623
1975,Mahendragarh / Narnaul,4478
1976,Mahendragarh / Narnaul,3739
1977,Mahendragarh / Narnaul,4414
1978,Mahendragarh / Narnaul,5990
1979,Mahendragarh / Narnaul,6290
1980,Mahendragarh / Narnaul,5811
1981,Mahendragarh / Narnaul,7272
1982,Mahendragarh / Narnaul,7960
1983,Mahendragarh / Narnaul,10903
1984,Mahendragarh / Narnaul,11036
1985,Mahendragarh / Narnaul,12046
1986,Mahendragarh / Narnaul,15571
1987,Mahendragarh / Narnaul,17306
1988,Mahendragarh / Narnaul,24327
1989,Mahendragarh / Narnaul,26083
1990,Mahendragarh / Narnaul,27920
1991,Mahendragarh / Narnaul,40518
1992,Mahendragarh / Narnaul,41421
1993,Mahendragarh / Narnaul,39719
1994,Mahendragarh / Narnaul,48460
1995,Mahendragarh / Narnaul,44120
1996,Mahendragarh / Narnaul,48953
1997,Mahendragarh / Narnaul,63768
1998,Mahendragarh / Narnaul,60481
1999,Mahendragarh / Narnaul,59461
2000,Mahendragarh / Narnaul,52400
2001,Mahendragarh / Narnaul,55165
2002,Mahendragarh / Narnaul,51290
2003,Mahendragarh / Narnaul,55261
2004,Mahendragarh / Narnaul,55778
2005,Mahendragarh / Narnaul,62795
2006,Mahendragarh / Narnaul,65602
2007,Mahendragarh / Narnaul,69555
2008,Mahendragarh / Narnaul,83430
2009,Mahendragarh / Narnaul,85905
2010,Mahendragarh / Narnaul,88990
2011,Mahendragarh / Narnaul,95793
2012,Mahendragarh / Narnaul,101400
2013,Mahendragarh / Narnaul,80696
2014,Mahendragarh / Narnaul,89418
2015,Mahendragarh / Narnaul,98101
2016,Mahendragarh / Narnaul,103704
2017,Mahendragarh / Narnaul,101204
1966,Ambala,3630
1967,Ambala,8269
1968,Ambala,12041
1969,Ambala,12538
1970,Ambala,9779
1971,Ambala,11465
1972,Ambala,12302
1973,Ambala,18156
1974,Ambala,10414
1975,Ambala,12053
1976,Ambala,16738
1977,Ambala,22060
1978,Ambala,22563
1979,Ambala,21820
1980,Ambala,29705
1981,Ambala,27177
1982,Ambala,38248
1983,Ambala,31717
1984,Ambala,32447
1985,Ambala,39479
1986,Ambala,40523
1987,Ambala,35115
1988,Ambala,44145
1989,Ambala,50128
1990,Ambala,54808
1991,Ambala,61482
1992,Ambala,57615
1993,Ambala,60672
1994,Ambala,62710
1995,Ambala,63581
1996,Ambala,67727
1997,Ambala,81460
1998,Ambala,84067
1999,Ambala,80447
2000,Ambala,82414
2001,Ambala,89849
2002,Ambala,82517
2003,Ambala,102343
2004,Ambala,103783
2005,Ambala,112708
2006,Ambala,105595
2007,Ambala,116549
2008,Ambala,117305
2009,Ambala,139297
2010,Ambala,131646
2011,Ambala,127129
2012,Ambala,120231
2013,Ambala,107815
2014,Ambala,116266
2015,Ambala,156668
2016,Ambala,148220
2017,Ambala,141446
1966,Karnal,4443
1967,Karnal,11651
1968,Karnal,20482
1969,Karnal,23051
1970,Karnal,31410
1971,Karnal,37344
1972,Karnal,42423
1973,Karnal,48884
1974,Karnal,32684
1975,Karnal,40688
1976,Karnal,57286
1977,Karnal,80273
1978,Karnal,84868
1979,Karnal,96825
1980,Karnal,100982
1981,Karnal,109320
1982,Karnal,151309
1983,Karnal,130770
1984,Karnal,134563
1985,Karnal,139217
1986,Karnal,148883
1987,Karnal,138611
1988,Karnal,167567
1989,Karnal,171053
1990,Karnal,188653
1991,Karnal,202364
1992,Karnal,188271
1993,Karnal,189871
1994,Karnal,208830
1995,Karnal,206775
1996,Karnal,224938
1997,Karnal,227266
1998,Karnal,233551
1999,Karnal,260795
2000,Karnal,292511
2001,Karnal,304011
2002,Karnal,280024
2003,Karnal,312447
2004,Karnal,316016
2005,Karnal,335577
2006,Karnal,314126
2007,Karnal,324023
2008,Karnal,335289
2009,Karnal,335021
2010,Karnal,331430
2011,Karnal,342123
2012,Karnal,330609
2013,Karnal,295178
2014,Karnal,328654
2015,Karnal,339691
2016,Karnal,311376
2017,Karnal,332638
1966,Rohtak,1837
1967,Rohtak,3399
1968,Rohtak,4982
1969,Rohtak,3736
1970,Rohtak,5584
1971,Rohtak,6138
1972,Rohtak,7931
1973,Rohtak,10982
1974,Rohtak,5985
1975,Rohtak,8947
1976,Rohtak,11747
1977,Rohtak,15971
1978,Rohtak,19172
1979,Rohtak,18146
1980,Rohtak,20143
1981,Rohtak,22311
1982,Rohtak,29531
1983,Rohtak,29167
1984,Rohtak,35133
1985,Rohtak,39599
1986,Rohtak,43471
1987,Rohtak,44531
1988,Rohtak,59331
1989,Rohtak,54933
1990,Rohtak,48759
1991,Rohtak,56925
1992,Rohtak,56928
1993,Rohtak,68338
1994,Rohtak,84968
1995,Rohtak,104408
1996,Rohtak,89391
1997,Rohtak,101338
1998,Rohtak,95052
1999,Rohtak,120577
2000,Rohtak,120490
2001,Rohtak,133250
2002,Rohtak,121919
2003,Rohtak,130092
2004,Rohtak,132264
2005,Rohtak,142967
2006,Rohtak,147832
2007,Rohtak,147019
2008,Rohtak,159213
2009,Rohtak,167684
2010,Rohtak,169555
2011,Rohtak,173837
2012,Rohtak,158606
2013,Rohtak,134541
2014,Rohtak,150936
2015,Rohtak,156403
2016,Rohtak,156777
2017,Rohtak,153925
1966,Saharanpur,3078
1967,Saharanpur,6413
1968,Saharanpur,10135
1969,Saharanpur,15360
1970,Saharanpur,15294
1971,Saharanpur,15986
1972,Saharanpur,15986
1973,Saharanpur,22682
1974,Saharanpur,15754
1975,Saharanpur,19860
1976,Saharanpur,30020
1977,Saharanpur,27845
1978,Saharanpur,36306
1979,Saharanpur,35829
1980,Saharanpur,41607
1981,Saharanpur,45146
1982,Saharanpur,54555
1983,Saharanpur,50189
1984,Saharanpur,55016
1985,Saharanpur,35158
1986,Saharanpur,63286
1987,Saharanpur,57139
1988,Saharanpur,67959
1989,Saharanpur,51619
1990,Saharanpur,77200
1991,Saharanpur,82048
1992,Saharanpur,74212
1993,Saharanpur,83901
1994,Saharanpur,94957
1995,Saharanpur,92995
1996,Saharanpur,95266
1997,Saharanpur,105779
1998,Saharanpur,110888
1999,Saharanpur,108264
2000,Saharanpur,98134
2001,Saharanpur,102354
2002,Saharanpur,127011
2003,Saharanpur,99507
2004,Saharanpur,97652
2005,Saharanpur,109873
2006,Saharanpur,118529
2007,Saharanpur,94272
2008,Saharanpur,97269
2009,Saharanpur,106141
2010,Saharanpur,88102
2011,Saharanpur,101452
2012,Saharanpur,125723
2013,Saharanpur,103876
2014,Saharanpur,118414
2015,Saharanpur,113308
2016,Saharanpur,118085
2017,Saharanpur,101425
1966,Muzaffarnagar,4304
1967,Muzaffarnagar,10137
1968,Muzaffarnagar,15199
1969,Muzaffarnagar,17267
1970,Muzaffarnagar,18633
1971,Muzaffarnagar,22925
1972,Muzaffarnagar,22925
1973,Muzaffarnagar,25437
1974,Muzaffarnagar,20553
1975,Muzaffarnagar,21491
1976,Muzaffarnagar,31276
1977,Muzaffarnagar,27843
1978,Muzaffarnagar,34153
1979,Muzaffarnagar,34194
1980,Muzaffarnagar,38921
1981,Muzaffarnagar,42751
1982,Muzaffarnagar,53342
1983,Muzaffarnagar,49107
1984,Muzaffarnagar,50129
1985,Muzaffarnagar,29429
1986,Muzaffarnagar,57458
1987,Muzaffarnagar,54517
1988,Muzaffarnagar,63169
1989,Muzaffarnagar,63505
1990,Muzaffarnagar,70394
1991,Muzaffarnagar,68682
1992,Muzaffarnagar,74051
1993,Muzaffarnagar,80875
1994,Muzaffarnagar,83203
1995,Muzaffarnagar,81157
1996,Muzaffarnagar,85665
1997,Muzaffarnagar,96834
1998,Muzaffarnagar,112026
1999,Muzaffarnagar,119962
2000,Muzaffarnagar,106896
2001,Muzaffarnagar,110456
2002,Muzaffarnagar,98791
2003,Muzaffarnagar,104800
2004,Muzaffarnagar,104859
2005,Muzaffarnagar,108673
2006,Muzaffarnagar,119929
2007,Muzaffarnagar,91948
2008,Muzaffarnagar,97505
2009,Muzaffarnagar,102185
2010,Muzaffarnagar,64781
2011,Muzaffarnagar,81477
2012,Muzaffarnagar,122986
2013,Muzaffarnagar,96573
2014,Muzaffarnagar,107532
2015,Muzaffarnagar,104740
2016,Muzaffarnagar,107308
2017,Muzaffarnagar,88023
1966,Meerut,4424
1967,Meerut,10678
1968,Meerut,24502
1969,Meerut,25273
1970,Meerut,27443
1971,Meerut,31543
1972,Meerut,31543
1973,Meerut,26259
1974,Meerut,27551
1975,Meerut,35369
1976,Meerut,49647
1977,Meerut,39522
1978,Meerut,58628
1979,Meerut,43673
1980,Meerut,49950
1981,Meerut,53644
1982,Meerut,56309
1983,Meerut,81502
1984,Meerut,81375
1985,Meerut,36350
1986,Meerut,82819
1987,Meerut,77613
1988,Meerut,89137
1989,Meerut,83502
1990,Meerut,87173
1991,Meerut,91174
1992,Meerut,88640
1993,Meerut,103453
1994,Meerut,112746
1995,Meerut,109553
1996,Meerut,116366
1997,Meerut,124809
1998,Meerut,145248
1999,Meerut,153012
2000,Meerut,134566
2001,Meerut,152348
2002,Meerut,153029
2003,Meerut,149396
2004,Meerut,149095
2005,Meerut,155207
2006,Meerut,169616
2007,Meerut,162040
2008,Meerut,173548
2009,Meerut,187125
2010,Meerut,166465
2011,Meerut,194055
2012,Meerut,186504
2013,Meerut,122864
2014,Meerut,136944
2015,Meerut,131854
2016,Meerut,136697
2017,Meerut,176763
1966,Buland Shahar,3233
1967,Buland Shahar,9228
1968,Buland Shahar,16650
1969,Buland Shahar,17772
1970,Buland Shahar,15225
1971,Buland Shahar,15975
1972,Buland Shahar,15975
1973,Buland Shahar,13474
1974,Buland Shahar,17923
1975,Buland Shahar,20619
1976,Buland Shahar,28968
1977,Buland Shahar,21629
1978,Buland Shahar,40529
1979,Buland Shahar,22636
1980,Buland Shahar,43848
1981,Buland Shahar,46614
1982,Buland Shahar,58917
1983,Buland Shahar,58915
1984,Buland Shahar,52269
1985,Buland Shahar,26757
1986,Buland Shahar,54039
1987,Buland Shahar,59873
1988,Buland Shahar,63392
1989,Buland Shahar,56957
1990,Buland Shahar,60753
1991,Buland Shahar,63813
1992,Buland Shahar,65824
1993,Buland Shahar,63015
1994,Buland Shahar,68149
1995,Buland Shahar,71981
1996,Buland Shahar,76643
1997,Buland Shahar,84414
1998,Buland Shahar,89151
1999,Buland Shahar,96360
2000,Buland Shahar,86990
2001,Buland Shahar,98842
2002,Buland Shahar,88586
2003,Buland Shahar,95691
2004,Buland Shahar,96378
2005,Buland Shahar,100151
2006,Buland Shahar,109455
2007,Buland Shahar,105720
2008,Buland Shahar,112486
2009,Buland Shahar,119200
2010,Buland Shahar,123829
2011,Buland Shahar,98220
2012,Buland Shahar,115640
2013,Buland Shahar,79193
2014,Buland Shahar,88134
2015,Buland Shahar,86342
2016,Buland Shahar,87939
2017,Buland Shahar,110492
1966,Aligarh,4463
1967,Aligarh,7258
1968,Aligarh,7513
1969,Aligarh,11757
1970,Aligarh,10507
1971,Aligarh,10887
1972,Aligarh,10887
1973,Aligarh,7977
1974,Aligarh,7647
1975,Aligarh,12913
1976,Aligarh,18618
1977,Aligarh,19484
1978,Aligarh,26281
1979,Aligarh,26054
1980,Aligarh,27497
1981,Aligarh,29361
1982,Aligarh,36933
1983,Aligarh,36106
1984,Aligarh,35677
1985,Aligarh,9780
1986,Aligarh,38231
1987,Aligarh,36771
1988,Aligarh,57202
1989,Aligarh,52439
1990,Aligarh,51339
1991,Aligarh,46726
1992,Aligarh,40655
1993,Aligarh,47317
1994,Aligarh,55640
1995,Aligarh,39155
1996,Aligarh,63459
1997,Aligarh,66178
1998,Aligarh,74196
1999,Aligarh,79778
2000,Aligarh,77076
2001,Aligarh,88438
2002,Aligarh,86348
2003,Aligarh,87889
2004,Aligarh,87166
2005,Aligarh,91350
2006,Aligarh,99548
2007,Aligarh,118858
2008,Aligarh,126356
2009,Aligarh,134540
2010,Aligarh,134841
2011,Aligarh,129150
2012,Aligarh,148319
2013,Aligarh,118852
2014,Aligarh,131871
2015,Aligarh,133565
2016,Aligarh,131449
2017,Aligarh,215325
1966,Mathura,783
1967,Mathura,2439
1968,Mathura,3527
1969,Mathura,4423
1970,Mathura,4813
1971,Mathura,3594
1972,Mathura,3594
1973,Mathura,7367
1974,Mathura,4873
1975,Mathura,3956
1976,Mathura,7502
1977,Mathura,7902
1978,Mathura,14608
1979,Mathura,11847
1980,Mathura,13715
1981,Mathura,14201
1982,Mathura,22073
1983,Mathura,22431
1984,Mathura,23441
1985,Mathura,5205
1986,Mathura,27091
1987,Mathura,30499
1988,Mathura,31596
1989,Mathura,34760
1990,Mathura,32890
1991,Mathura,28117
1992,Mathura,30271
1993,Mathura,31178
1994,Mathura,41157
1995,Mathura,57856
1996,Mathura,42597
1997,Mathura,46587
1998,Mathura,36994
1999,Mathura,39722
2000,Mathura,34145
2001,Mathura,40605
2002,Mathura,38428
2003,Mathura,40542
2004,Mathura,40320
2005,Mathura,42451
2006,Mathura,46171
2007,Mathura,51539
2008,Mathura,54344
2009,Mathura,58574
2010,Mathura,65123
2011,Mathura,68422
2012,Mathura,75231
2013,Mathura,59755
2014,Mathura,66573
2015,Mathura,64427
2016,Mathura,66444
2017,Mathura,111342
1966,Agra,869
1967,Agra,2927
1968,Agra,4233
1969,Agra,5457
1970,Agra,6140
1971,Agra,8810
1972,Agra,8810
1973,Agra,11691
1974,Agra,7440
1975,Agra,7670
1976,Agra,14832
1977,Agra,12391
1978,Agra,19048
1979,Agra,17111
1980,Agra,19303
1981,Agra,19586
1982,Agra,30089
1983,Agra,29495
1984,Agra,25957
1985,Agra,5505
1986,Agra,27022
1987,Agra,27853
1988,Agra,31027
1989,Agra,27308
1990,Agra,36927
1991,Agra,37112
1992,Agra,34429
1993,Agra,45279
1994,Agra,55960
1995,Agra,57324
1996,Agra,58919
1997,Agra,63719
1998,Agra,64546
1999,Agra,71275
2000,Agra,60228
2001,Agra,67162
2002,Agra,66554
2003,Agra,66167
2004,Agra,66452
2005,Agra,70006
2006,Agra,74732
2007,Agra,85127
2008,Agra,91185
2009,Agra,97939
2010,Agra,119316
2011,Agra,102191
2012,Agra,102090
2013,Agra,74786
2014,Agra,83243
2015,Agra,81410
2016,Agra,83061
2017,Agra,208699
1966,Mainpuri,1217
1967,Mainpuri,3028
1968,Mainpuri,5013
1969,Mainpuri,6352
1970,Mainpuri,6686
1971,Mainpuri,8252
1972,Mainpuri,8252
1973,Mainpuri,8689
1974,Mainpuri,6996
1975,Mainpuri,8897
1976,Mainpuri,12508
1977,Mainpuri,11149
1978,Mainpuri,20338
1979,Mainpuri,13399
1980,Mainpuri,15888
1981,Mainpuri,17586
1982,Mainpuri,28367
1983,Mainpuri,27184
1984,Mainpuri,24997
1985,Mainpuri,9805
1986,Mainpuri,32647
1987,Mainpuri,29399
1988,Mainpuri,42505
1989,Mainpuri,26677
1990,Mainpuri,39324
1991,Mainpuri,34885
1992,Mainpuri,29254
1993,Mainpuri,38962
1994,Mainpuri,43050
1995,Mainpuri,67207
1996,Mainpuri,50810
1997,Mainpuri,56348
1998,Mainpuri,56009
1999,Mainpuri,72294
2000,Mainpuri,68306
2001,Mainpuri,71954
2002,Mainpuri,63312
2003,Mainpuri,70073
2004,Mainpuri,70644
2005,Mainpuri,74043
2006,Mainpuri,79387
2007,Mainpuri,89307
2008,Mainpuri,95094
2009,Mainpuri,101075
2010,Mainpuri,107871
2011,Mainpuri,96396
2012,Mainpuri,88113
2013,Mainpuri,71026
2014,Mainpuri,79050
2015,Mainpuri,77368
2016,Mainpuri,78878
2017,Mainpuri,121288
1966,Etah,1731
1967,Etah,3750
1968,Etah,5248
1969,Etah,6224
1970,Etah,6847
1971,Etah,7715
1972,Etah,7715
1973,Etah,7843
1974,Etah,7243
1975,Etah,7821
1976,Etah,11715
1977,Etah,11004
1978,Etah,16649
1979,Etah,14184
1980,Etah,16535
1981,Etah,16514
1982,Etah,23274
1983,Etah,23357
1984,Etah,23795
1985,Etah,7897
1986,Etah,29234
1987,Etah,27319
1988,Etah,33584
1989,Etah,29923
1990,Etah,37425
1991,Etah,38111
1992,Etah,34950
1993,Etah,43265
1994,Etah,49386
1995,Etah,44032
1996,Etah,60886
1997,Etah,59530
1998,Etah,53456
1999,Etah,58105
2000,Etah,51172
2001,Etah,56717
2002,Etah,52090
2003,Etah,55783
2004,Etah,56124
2005,Etah,58832
2006,Etah,63335
2007,Etah,80913
2008,Etah,83840
