Year,State,District,RICE YIELD (Kg per ha),RICE IRRIGATED AREA (1000 ha),RABI SORGHUM YIELD (Kg per ha),RABI SORGHUM IRRIGATED AREA (1000 ha),SORGHUM YIELD (Kg per ha),SORGHUM IRRIGATED AREA (1000 ha),SUGARCANE YIELD (Kg per ha),SUGARCANE IRRIGATED AREA (1000 ha),COTTON YIELD (Kg per ha),COTTON IRRIGATED AREA (1000 ha),Zn %,Fe%,Cu %,Mn %,B %,S %
1983,Kerala,Kannur,1245.51,19.08,0,0,0,0,538.24,0.01,0,0,94.01,99.35,98.61,97.62,37.81,48.04
1984,Kerala,Kannur,1358.68,20.81,0,0,0,0,519.44,0.02,0,0,94.01,99.35,98.61,97.62,37.81,48.04
1985,Kerala,Kannur,1592.38,20.77,0,0,500,0,433.33,0.01,0,0,94.01,99.35,98.61,97.62,37.81,48.04
1986,Kerala,Kannur,1562,19.37,0,0,333.33,0,666.67,0.01,0,0,94.01,99.35,98.61,97.62,37.81,48.04
1987,Kerala,Kannur,1608.92,18.11,0,0,0,0,600,0.01,0,0,94.01,99.35,98.61,97.62,37.81,48.04
1988,Kerala,Kannur,1643.64,15.96,0,0,0,0,1100,0.01,0,0,94.01,99.35,98.61,97.62,37.81,48.04
1989,Kerala,Kannur,1751.07,14.48,0,0,1000,0,800,0,0,0,94.01,99.35,98.61,97.62,37.81,48.04
1990,Kerala,Kannur,1743.15,12.169,0,0,0,0,298.36,0.01,0,0,94.01,99.35,98.61,97.62,37.81,48.04
1991,Kerala,Kannur,1726.65,5.089,0,0,0,0,425.24,0,0,0,94.01,99.35,98.61,97.62,37.81,48.04
1992,Kerala,Kannur,1798.26,13.188,0,0,0,0,1000,0,0,0,94.01,99.35,98.61,97.62,37.81,48.04
1993,Kerala,Kannur,1810.72,14.012,0,0,0,0,500,0.01,0,0,94.01,99.35,98.61,97.62,37.81,48.04
1994,Kerala,Kannur,1720.89,12.938,0,0,0,0,425.24,0.01,0,0,94.01,99.35,98.61,97.62,37.81,48.04
1995,Kerala,Kannur,1741.05,12.356,0,0,0,0,1000,0.01,0,0,94.01,99.35,98.61,97.62,37.81,48.04
1996,Kerala,Kannur,1856.94,11.883,0,0,0,0,500,0.02,0,0,94.01,99.35,98.61,97.62,37.81,48.04
1997,Kerala,Kannur,1814.68,10.36,0,0,0,0,0,0.004,0,0,94.01,99.35,98.61,97.62,37.81,48.04
1998,Kerala,Kannur,1853.55,9.36,0,0,0,0,500,0.02,0,0,94.01,99.35,98.61,97.62,37.81,48.04
1999,Kerala,Kannur,1968.39,9.029,0,0,0,0,0,0,0,0,94.01,99.35,98.61,97.62,37.81,48.04
2000,Kerala,Kannur,1908.33,9.127,0,0,0,0,1000,0.01,0,0,94.01,99.35,98.61,97.62,37.81,48.04
2001,Kerala,Kannur,2023.39,8.885,0,0,0,0,0,0,0,0,94.01,99.35,98.61,97.62,37.81,48.04
2002,Kerala,Kannur,2055.05,9.903,0,0,0,0,574.76,0.024,0,0,94.01,99.35,98.61,97.62,37.81,48.04
2003,Kerala,Kannur,2039.13,8.991,0,0,0,0,0,0,0,0,94.01,99.35,98.61,97.62,37.81,48.04
2004,Kerala,Kannur,2130.73,9.138,0,0,0,0,0,0,0,0,94.01,99.35,98.61,97.62,37.81,48.04
2005,Kerala,Kannur,2132.95,9.118,0,0,0,0,1000,0.01,0,0,94.01,99.35,98.61,97.62,37.81,48.04
2006,Kerala,Kannur,2201,9.609,0,0,0,0,0,0,0,0,94.01,99.35,98.61,97.62,37.81,48.04
2007,Kerala,Kannur,2169.67,9.389,0,0,260.14,0,0,0,0,0,94.01,99.35,98.61,97.62,37.81,48.04
2008,Kerala,Kannur,2136.62,9.78,0,0,0,0,346.21,0.04,0,0,94.01,99.35,98.61,97.62,37.81,48.04
2009,Kerala,Kannur,2160.18,9.164,0,0,206.43,0,0,0,0,0,94.01,99.35,98.61,97.62,37.81,48.04
2010,Kerala,Kannur,2290.77,8.948,0,0,0,0,0,0,0,0,94.01,99.35,98.61,97.62,37.81,48.04
2011,Kerala,Kannur,2272.19,8.122,0,0,0,0,0,0,0,0,94.01,99.35,98.61,97.62,37.81,48.04
2012,Kerala,Kannur,2337.18,8.767,0,0,1000,0,0,0,0,0,94.01,99.35,98.61,97.62,37.81,48.04
2013,Kerala,Kannur,2367.13,8.282,0,0,0,0,0,0,0,0,94.01,99.35,98.61,97.62,37.81,48.04
2014,Kerala,Kannur,2397.51,6.677,0,0,0,0,0,0,0,0,94.01,99.35,98.61,97.62,37.81,48.04
2015,Kerala,Kannur,2263.13,7.255,0,0,0,0,10359.28,0,0,0,94.01,99.35,98.61,97.62,37.81,48.04
2016,Kerala,Kannur,2372.41,5.89,0,0,0,0,11263.74,0.004,0,0,94.01,99.35,98.61,97.62,37.81,48.04
2017,Kerala,Kannur,2367.44,5.89,0,0,0,0,12911.46,0.004,0,0,94.01,99.35,98.61,97.62,37.81,48.04
1974,Kerala,Kottayam,1778.31,54,0,0,0,0,597.77,1.88,0,0,95.18,96.04,99.41,96.59,54.12,73.96
1976,Kerala,Kottayam,1571.64,18.21,0,0,500,0,609,0.01,0,0,95.18,96.04,99.41,96.59,54.12,73.96
1977,Kerala,Kottayam,1599.9,7.17,0,0,333.33,0,608.22,0,0,0,95.18,96.04,99.41,96.59,54.12,73.96
1978,Kerala,Kottayam,1758.73,2.37,0,0,450,0,120.05,0,0,0,95.18,96.04,99.41,96.59,54.12,73.96
1979,Kerala,Kottayam,1883.26,2.36,0,0,416.67,0,607.94,0,0,0,95.18,96.04,99.41,96.59,54.12,73.96
1980,Kerala,Kottayam,1800.95,3.31,0,0,450,0,605.95,0,0,0,95.18,96.04,99.41,96.59,54.12,73.96
1981,Kerala,Kottayam,1862.99,6.65,0,0,450,0,602.11,0,0,0,95.18,96.04,99.41,96.59,54.12,73.96
1982,Kerala,Kottayam,2382.28,6.95,0,0,0,0,541.52,0.07,0,0,95.18,96.04,99.41,96.59,54.12,73.96
1983,Kerala,Kottayam,1966.04,11.47,0,0,0,0,539.7,0.03,0,0,95.18,96.04,99.41,96.59,54.12,73.96
1984,Kerala,Kottayam,2076.17,13.23,0,0,0,0,540,0.08,0,0,95.18,96.04,99.41,96.59,54.12,73.96
1985,Kerala,Kottayam,1860.19,16.3,0,0,666.67,0,534.87,0.06,0,0,95.18,96.04,99.41,96.59,54.12,73.96
1986,Kerala,Kottayam,2034.12,13.2,0,0,500,0,603.23,0.14,0,0,95.18,96.04,99.41,96.59,54.12,73.96
1987,Kerala,Kottayam,2184.19,8.48,0,0,500,0,612.37,0.32,0,0,95.18,96.04,99.41,96.59,54.12,73.96
1988,Kerala,Kottayam,2130.98,11.43,0,0,500,0,613.76,0.45,0,0,95.18,96.04,99.41,96.59,54.12,73.96
1989,Kerala,Kottayam,2365.99,13.18,0,0,500,0,639.71,0.56,0,0,95.18,96.04,99.41,96.59,54.12,73.96
1990,Kerala,Kottayam,2357.21,11.938,0,0,0,0,621.42,0.6,0,0,95.18,96.04,99.41,96.59,54.12,73.96
1991,Kerala,Kottayam,2304.04,9.57,0,0,0,0,644.03,0,0,0,95.18,96.04,99.41,96.59,54.12,73.96
1992,Kerala,Kottayam,2352.5,10.88,0,0,0,0,877.77,0.586,0,0,95.18,96.04,99.41,96.59,54.12,73.96
1993,Kerala,Kottayam,2388.85,9.536,0,0,0,0,885.99,0.522,0,0,95.18,96.04,99.41,96.59,54.12,73.96
1994,Kerala,Kottayam,2230.8,11.788,0,0,0,0,824.11,0.554,0,0,95.18,96.04,99.41,96.59,54.12,73.96
1995,Kerala,Kottayam,2246.43,14.372,0,0,0,0,244.75,0.798,0,0,95.18,96.04,99.41,96.59,54.12,73.96
1996,Kerala,Kottayam,2149.67,20.17,0,0,0,0,675.68,0.8,0,0,95.18,96.04,99.41,96.59,54.12,73.96
1997,Kerala,Kottayam,2105.49,13.382,0,0,0,0,672.35,2.228,0,0,95.18,96.04,99.41,96.59,54.12,73.96
1998,Kerala,Kottayam,2453.35,15.404,0,0,0,0,711.26,2.452,0,0,95.18,96.04,99.41,96.59,54.12,73.96
1999,Kerala,Kottayam,2598.65,17.14,0,0,0,0,834.56,2.176,0,0,95.18,96.04,99.41,96.59,54.12,73.96
2000,Kerala,Kottayam,2537.62,18.36,0,0,0,0,826.89,1.086,0,0,95.18,96.04,99.41,96.59,54.12,73.96
2001,Kerala,Kottayam,2304.34,17.02,0,0,0,0,845.74,1.102,0,0,95.18,96.04,99.41,96.59,54.12,73.96
2002,Kerala,Kottayam,2467.7,13.648,0,0,0,0,832.24,1.216,0,0,95.18,96.04,99.41,96.59,54.12,73.96
2003,Kerala,Kottayam,2287.99,12.63,0,0,0,0,833.33,1.488,0,0,95.18,96.04,99.41,96.59,54.12,73.96
2004,Kerala,Kottayam,2485.6,14.296,0,0,0,0,815.25,0.552,0,0,95.18,96.04,99.41,96.59,54.12,73.96
2005,Kerala,Kottayam,2500,13.692,0,0,0,0,689.32,0.53,0,0,95.18,96.04,99.41,96.59,54.12,73.96
2006,Kerala,Kottayam,2579,15.658,0,0,1000,0,608.07,0.694,0,0,95.18,96.04,99.41,96.59,54.12,73.96
2007,Kerala,Kottayam,2609.5,12.558,0,0,0,0,601.86,1.29,0,0,95.18,96.04,99.41,96.59,54.12,73.96
2008,Kerala,Kottayam,2889.61,12.638,0,0,0,0,594.28,0,0,0,95.18,96.04,99.41,96.59,54.12,73.96
2009,Kerala,Kottayam,2556.94,16.834,0,0,1000,0,767.18,1.76,0,0,95.18,96.04,99.41,96.59,54.12,73.96
2010,Kerala,Kottayam,2756.96,16.122,0,0,0,0,776.3,0,0,0,95.18,96.04,99.41,96.59,54.12,73.96
2011,Kerala,Kottayam,2948.17,18.938,0,0,0,0,839.93,0,0,0,95.18,96.04,99.41,96.59,54.12,73.96
2012,Kerala,Kottayam,2893.16,18.504,0,0,0,0,1043.4,1.152,0,0,95.18,96.04,99.41,96.59,54.12,73.96
2013,Kerala,Kottayam,3204.94,16.258,0,0,0,0,1059.79,1.338,0,0,95.18,96.04,99.41,96.59,54.12,73.96
2014,Kerala,Kottayam,2846.02,17.83,0,0,0,0,1073.9,0.866,0,0,95.18,96.04,99.41,96.59,54.12,73.96
2015,Kerala,Kottayam,3019.08,16.892,0,0,0,0,11193.27,0.616,0,0,95.18,96.04,99.41,96.59,54.12,73.96
2016,Kerala,Kottayam,2775.98,17.78,0,0,0,0,11236.91,0.671,0,0,95.18,96.04,99.41,96.59,54.12,73.96
2017,Kerala,Kottayam,2838.85,17.78,0,0,0,0,11179.64,0.671,0,0,95.18,96.04,99.41,96.59,54.12,73.96
1974,Kerala,Kozhikode,1106.96,64,0,0,0,0,0,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
1976,Kerala,Kozhikode,1063.01,3.4,0,0,0,0,633.33,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
1977,Kerala,Kozhikode,1190.52,4.19,0,0,0,0,625,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
1978,Kerala,Kozhikode,1297.16,7.63,0,0,0,0,633.33,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
1979,Kerala,Kozhikode,1152.72,7.4,0,0,0,0,620,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
1980,Kerala,Kozhikode,1191.26,7.22,0,0,0,0,633.33,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
1981,Kerala,Kozhikode,1360.7,8.26,0,0,0,0,611.76,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
1982,Kerala,Kozhikode,1290.01,8.48,0,0,0,0,523.08,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
1983,Kerala,Kozhikode,1440.19,8.16,0,0,0,0,520,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
1984,Kerala,Kozhikode,1443.89,13.46,0,0,0,0,525,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
1985,Kerala,Kozhikode,1496.64,10.99,0,0,0,0,700,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
1986,Kerala,Kozhikode,1528.35,11.6,0,0,0,0,700,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
1987,Kerala,Kozhikode,1344.33,9.07,0,0,0,0,600,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
1988,Kerala,Kozhikode,1552.24,5.54,0,0,0,0,300,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
1989,Kerala,Kozhikode,1620.48,5.61,0,0,0,0,350,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
1990,Kerala,Kozhikode,1665.18,4.341,0,0,0,0,0,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
1991,Kerala,Kozhikode,1713.65,4.341,0,0,0,0,0,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
1992,Kerala,Kozhikode,1865.78,5.572,0,0,0,0,0,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
1993,Kerala,Kozhikode,1807.28,4.728,0,0,0,0,0,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
1994,Kerala,Kozhikode,1863.49,4.242,0,0,0,0,0,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
1995,Kerala,Kozhikode,1858.73,4.714,0,0,0,0,0,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
1996,Kerala,Kozhikode,1793.48,4.467,0,0,0,0,0,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
1997,Kerala,Kozhikode,1805.73,4.31,0,0,0,0,0,0.006,0,0,86.9,98.37,91.15,94.68,42.2,42.04
1998,Kerala,Kozhikode,1785.7,3.61,0,0,0,0,500,0.02,0,0,86.9,98.37,91.15,94.68,42.2,42.04
1999,Kerala,Kozhikode,2130.25,4.571,0,0,0,0,1000,0.01,0,0,86.9,98.37,91.15,94.68,42.2,42.04
2000,Kerala,Kozhikode,1880.6,3.453,0,0,0,0,0,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
2001,Kerala,Kozhikode,1975.16,3.435,0,0,0,0,0,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
2002,Kerala,Kozhikode,2033.96,5.867,0,0,0,0,1000,0.006,0,0,86.9,98.37,91.15,94.68,42.2,42.04
2003,Kerala,Kozhikode,1971.57,5.929,0,0,0,0,0,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
2004,Kerala,Kozhikode,2145.16,6.692,0,0,0,0,0,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
2005,Kerala,Kozhikode,2033.31,6.252,0,0,0,0,0,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
2006,Kerala,Kozhikode,2172.73,6.581,0,0,0,0,0,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
2007,Kerala,Kozhikode,2186.33,6.941,0,0,1000,0,0,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
2008,Kerala,Kozhikode,2239.75,7.92,0,0,0,0,0,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
2009,Kerala,Kozhikode,2203.48,8.336,0,0,500,0,0,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
2010,Kerala,Kozhikode,2155.16,7.822,0,0,0,0,0,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
2011,Kerala,Kozhikode,2230.21,6.448,0,0,0,0,0,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
2012,Kerala,Kozhikode,2318.58,8.113,0,0,1000,0,0,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
2013,Kerala,Kozhikode,2409.93,7.988,0,0,0,0,0,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
2014,Kerala,Kozhikode,2369.95,6.883,0,0,0,0,0,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
2015,Kerala,Kozhikode,2147.88,6.445,0,0,0,0,0,0,0,0,86.9,98.37,91.15,94.68,42.2,42.04
2016,Kerala,Kozhikode,2312.37,5.63,0,0,0,0,0,0.001,0,0,86.9,98.37,91.15,94.68,42.2,42.04
2017,Kerala,Kozhikode,2339.6,5.63,0,0,0,0,0,0.001,0,0,86.9,98.37,91.15,94.68,42.2,42.04
1974,Kerala,Malappuram,1133.56,92,0,0,0,0,0,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
1976,Kerala,Malappuram,1201.68,18.13,0,0,0,0,633.33,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
1977,Kerala,Malappuram,1295.94,23.53,0,0,0,0,628.57,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
1978,Kerala,Malappuram,1383.1,20.67,0,0,0,0,629.41,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
1979,Kerala,Malappuram,1339.4,15.06,0,0,0,0,633.33,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
1980,Kerala,Malappuram,1343.23,16.81,0,0,0,0,633.33,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
1981,Kerala,Malappuram,1331.96,19.49,0,0,0,0,626.67,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
1982,Kerala,Malappuram,1257.6,18.4,0,0,0,0,533.33,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
1983,Kerala,Malappuram,1248.06,19.85,0,0,0,0,530,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
1984,Kerala,Malappuram,1376.13,29.91,0,0,0,0,521.43,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
1985,Kerala,Malappuram,1421.63,20.17,0,0,0,0,400,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
1986,Kerala,Malappuram,1535.55,22.3,0,0,0,0,400,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
1987,Kerala,Malappuram,1399.33,19.74,0,0,0,0,400,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
1988,Kerala,Malappuram,1418.52,20.77,0,0,0,0,500,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
1989,Kerala,Malappuram,1587.75,21.33,0,0,0,0,500,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
1990,Kerala,Malappuram,1556.52,19.21,0,0,0,0,1000,0.01,0,0,97.98,99.87,99.94,99.51,79.74,73.59
1991,Kerala,Malappuram,1595.51,19.21,0,0,0,0,500,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
1992,Kerala,Malappuram,1613.24,20.11,0,0,0,0,1000,0.01,0,0,97.98,99.87,99.94,99.51,79.74,73.59
1993,Kerala,Malappuram,1624.09,18.9,0,0,0,0,0,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
1994,Kerala,Malappuram,1684.02,20.65,0,0,1000,0,0,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
1995,Kerala,Malappuram,1719.67,19.66,0,0,0,0,0,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
1996,Kerala,Malappuram,1718.33,17.41,0,0,0,0,0,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
1997,Kerala,Malappuram,1669.66,10.15,0,0,0,0,1000,0.01,0,0,97.98,99.87,99.94,99.51,79.74,73.59
1998,Kerala,Malappuram,1777.5,12.42,0,0,0,0,0,0.01,0,0,97.98,99.87,99.94,99.51,79.74,73.59
1999,Kerala,Malappuram,1792.34,12.05,0,0,0,0,0,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
2000,Kerala,Malappuram,1892.01,10.8,0,0,0,0,1000,0.01,0,0,97.98,99.87,99.94,99.51,79.74,73.59
2001,Kerala,Malappuram,1945.25,10.72,0,0,0,0,1000,0.01,0,0,97.98,99.87,99.94,99.51,79.74,73.59
2002,Kerala,Malappuram,1980.69,9.53,0,0,0,0,1000,0.01,0,0,97.98,99.87,99.94,99.51,79.74,73.59
2003,Kerala,Malappuram,2079.23,9.44,0,0,1000,0,0,0.01,0,0,97.98,99.87,99.94,99.51,79.74,73.59
2004,Kerala,Malappuram,2181.49,8.45,0,0,0,0,0,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
2005,Kerala,Malappuram,2107.45,7.47,0,0,0,0,0,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
2006,Kerala,Malappuram,2191.93,7,0,0,0,0,0,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
2007,Kerala,Malappuram,2289.47,6.53,0,0,0,0,0,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
2008,Kerala,Malappuram,2113.53,7.72,0,0,0,0,0,0.64,0,0,97.98,99.87,99.94,99.51,79.74,73.59
2009,Kerala,Malappuram,2250,6.55,0,0,0,0,0,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
2010,Kerala,Malappuram,2354.19,3.97,0,0,0,0,0,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
2011,Kerala,Malappuram,2467.46,4.81,0,0,0,0,0,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
2012,Kerala,Malappuram,2305.85,4.97,0,0,0,0,0,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
2013,Kerala,Malappuram,2610.6,5.97,0,0,0,0,0,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
2014,Kerala,Malappuram,2652.38,6.17,0,0,0,0,0,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
2015,Kerala,Malappuram,2721.52,6.01,0,0,0,0,0,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
2016,Kerala,Malappuram,2410.5,6.41,0,0,0,0,0,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
2017,Kerala,Malappuram,3025.8,6.41,0,0,0,0,0,0,0,0,97.98,99.87,99.94,99.51,79.74,73.59
1974,Kerala,Palakkad,1944.4,185,0,0,388.08,0,739.82,1.1,214.37,0,95.61,99.36,99.94,99.06,28.81,63.32
1976,Kerala,Palakkad,1761.81,82.22,0,0,447.93,0,630.04,0.07,229.97,0,95.61,99.36,99.94,99.06,28.81,63.32
1977,Kerala,Palakkad,2100.24,71.68,0,0,448.07,0,698.8,0,236.99,0,95.61,99.36,99.94,99.06,28.81,63.32
1978,Kerala,Palakkad,2002.87,81.26,0,0,449.7,0,706.02,0,229.92,0,95.61,99.36,99.94,99.06,28.81,63.32
1979,Kerala,Palakkad,2134.48,104.11,0,0,450.24,0,706.01,0.2,269.01,0,95.61,99.36,99.94,99.06,28.81,63.32
1980,Kerala,Palakkad,2035.47,91.46,0,0,449.7,0,699.01,0.66,269,0,95.61,99.36,99.94,99.06,28.81,63.32
1981,Kerala,Palakkad,2130.67,70.04,0,0,450.37,0,692.02,0.75,269.01,0,95.61,99.36,99.94,99.06,28.81,63.32
1982,Kerala,Palakkad,2109.12,80.42,0,0,0,0,533.79,0.64,0,0,95.61,99.36,99.94,99.06,28.81,63.32
1983,Kerala,Palakkad,2019.62,87.66,0,0,0,0,533.79,0.51,0,0,95.61,99.36,99.94,99.06,28.81,63.32
1984,Kerala,Palakkad,2107.3,84.59,0,0,0,0,519,0.85,0,0,95.61,99.36,99.94,99.06,28.81,63.32
1985,Kerala,Palakkad,1908.37,71.18,0,0,514.49,0,513.99,1.07,263.42,0,95.61,99.36,99.94,99.06,28.81,63.32
1986,Kerala,Palakkad,1878.99,86.48,0,0,510.31,0,698.6,1.67,273.24,0,95.61,99.36,99.94,99.06,28.81,63.32
1987,Kerala,Palakkad,1839.01,74.32,0,0,510.04,0,697.51,1.24,274.39,0,95.61,99.36,99.94,99.06,28.81,63.32
1988,Kerala,Palakkad,1923.96,70.45,0,0,509.85,0,697.48,1.17,273.72,0,95.61,99.36,99.94,99.06,28.81,63.32
1989,Kerala,Palakkad,2240.77,69.1,0,0,507.94,0,754.51,1.47,273.87,0,95.61,99.36,99.94,99.06,28.81,63.32
1990,Kerala,Palakkad,2230.15,67.57,0,0,508.85,0,755.03,1.29,274,0,95.61,99.36,99.94,99.06,28.81,63.32
1991,Kerala,Palakkad,2344.05,67.57,0,0,509.73,0,754.72,0,274.33,0,95.61,99.36,99.94,99.06,28.81,63.32
1992,Kerala,Palakkad,2297.4,63.62,0,0,509.27,0,855.93,1.27,274.29,0,95.61,99.36,99.94,99.06,28.81,63.32
1993,Kerala,Palakkad,2267.65,63.58,0,0,509.12,0,858.16,1.52,274.18,0,95.61,99.36,99.94,99.06,28.81,63.32
1994,Kerala,Palakkad,2240.09,62.73,0,0,508.73,0,962.96,1.41,274.21,0,95.61,99.36,99.94,99.06,28.81,63.32
1995,Kerala,Palakkad,2067.46,61.05,0,0,508.26,0,801.89,2.12,274.86,0,95.61,99.36,99.94,99.06,28.81,63.32
1996,Kerala,Palakkad,2290.98,60.74,0,0,508.52,0,822.73,2.2,274.59,0,95.61,99.36,99.94,99.06,28.81,63.32
1997,Kerala,Palakkad,2172.75,55.18,0,0,510.42,0,823.29,2.49,274.23,0,95.61,99.36,99.94,99.06,28.81,63.32
1998,Kerala,Palakkad,2212.62,53.03,0,0,509.17,0,894.34,2.65,274.8,0,95.61,99.36,99.94,99.06,28.81,63.32
1999,Kerala,Palakkad,2287.24,63.18,0,0,509.88,0,1236.16,2.71,274.63,0,95.61,99.36,99.94,99.06,28.81,63.32
2000,Kerala,Palakkad,2208.68,68.3,0,0,521.74,0,853.66,1.64,275.32,0,95.61,99.36,99.94,99.06,28.81,63.32
2001,Kerala,Palakkad,2323.55,60.38,0,0,508.65,0,850.93,1.61,273.94,0,95.61,99.36,99.94,99.06,28.81,63.32
2002,Kerala,Palakkad,2104.48,56.48,0,0,509.73,0,849.25,1.99,273.53,0,95.61,99.36,99.94,99.06,28.81,63.32
2003,Kerala,Palakkad,1801.96,46.83,0,0,511.85,0,849.06,2.22,274.58,0,95.61,99.36,99.94,99.06,28.81,63.32
2004,Kerala,Palakkad,2342.79,56.23,0,0,511.72,0,848.1,0.68,272.11,0,95.61,99.36,99.94,99.06,28.81,63.32
2005,Kerala,Palakkad,2340.5,47.25,0,0,510.2,0,972.22,0.33,221.8,0,95.61,99.36,99.94,99.06,28.81,63.32
2006,Kerala,Palakkad,2473.22,56.88,0,0,511.11,0,454.55,0.22,223.08,0,95.61,99.36,99.94,99.06,28.81,63.32
2007,Kerala,Palakkad,2462.84,49.29,0,0,508.14,0,350.65,0.75,224.81,0,95.61,99.36,99.94,99.06,28.81,63.32
2008,Kerala,Palakkad,2496.52,56.37,0,0,510.92,0,222.22,0,217.39,0,95.61,99.36,99.94,99.06,28.81,63.32
2009,Kerala,Palakkad,2648.53,57.3,0,0,507.94,0,185.19,0.63,225.49,0,95.61,99.36,99.94,99.06,28.81,63.32
2010,Kerala,Palakkad,2492.97,45.92,0,0,509.09,0,194.21,0.57,240,0,95.61,99.36,99.94,99.06,28.81,63.32
2011,Kerala,Palakkad,2671.55,48.09,0,0,785.71,0,124.38,0.32,275,0,95.61,99.36,99.94,99.06,28.81,63.32
2012,Kerala,Palakkad,2389.27,42.02,0,0,785.71,0,538.46,0.25,294.12,0,95.61,99.36,99.94,99.06,28.81,63.32
2013,Kerala,Palakkad,2871.77,49.72,0,0,800,0,851.06,0.47,0,0,95.61,99.36,99.94,99.06,28.81,63.32
2014,Kerala,Palakkad,2851.28,49.32,0,0,764.71,0,837.84,0.37,0,0,95.61,99.36,99.94,99.06,28.81,63.32
2015,Kerala,Palakkad,2816.32,49.11,0,0,722.22,0,8156.3,0.34,1818.18,0,95.61,99.36,99.94,99.06,28.81,63.32
2016,Kerala,Palakkad,2202.23,34.64,0,0,785.71,0,8299.8,0.171,270,0,95.61,99.36,99.94,99.06,28.81,63.32
2017,Kerala,Palakkad,2638.64,34.64,0,0,798.85,0,9624.56,0.171,282.86,0,95.61,99.36,99.94,99.06,28.81,63.32
1974,Kerala,Kollam,1513.78,52,0,0,0,0,493.38,2.18,0,0,95,99.38,98.78,96.77,68.7,75.94
