Year,District,ANNUAL RAINFALL (Millimeters)
2013,Solapur,593.8
2014,Solapur,547
2015,Solapur,351.6
1966,Kolhapur,1663.4
1967,Kolhapur,1943.5
1968,Kolhapur,1390.2
1969,Kolhapur,1742.2
1970,Kolhapur,1916.6
1971,Kolhapur,1442.3
1972,Kolhapur,1132
1973,Kolhapur,1792.7
1974,Kolhapur,1857.8
1975,Kolhapur,2532.6
1976,Kolhapur,1870.7
1977,Kolhapur,2095.8
1978,Kolhapur,2162.1
1979,Kolhapur,1794
1980,Kolhapur,2154
1981,Kolhapur,1595.8
1982,Kolhapur,1872.2
1983,Kolhapur,1741.9
1984,Kolhapur,1678.7
1985,Kolhapur,1735.1
1986,Kolhapur,1570.7
1987,Kolhapur,1542.4
1988,Kolhapur,1828.9
1989,Kolhapur,1709.9
1990,Kolhapur,1864.9
1991,Kolhapur,2040.6
1992,Kolhapur,1737.9
1993,Kolhapur,2237
1994,Kolhapur,2586.2
1995,Kolhapur,1596.7
1996,Kolhapur,1744.3
1997,Kolhapur,1431
1998,Kolhapur,1842.8
1999,Kolhapur,2132.3
2000,Kolhapur,1743.8
2001,Kolhapur,1580.9
2002,Kolhapur,1625.6
2003,Kolhapur,1435
2004,Kolhapur,1927.7
2005,Kolhapur,2809.8
2006,Kolhapur,2611.4
2007,Kolhapur,2260.6
2008,Kolhapur,2082
2009,Kolhapur,1883.6
2012,Kolhapur,1618.9
2013,Kolhapur,1891.6
2014,Kolhapur,1692.4
2015,Kolhapur,972
1966,Aurangabad,841.9
1967,Aurangabad,806
1968,Aurangabad,682.1
1969,Aurangabad,878.3
1970,Aurangabad,875.5
1971,Aurangabad,620.4
1972,Aurangabad,323.3
1973,Aurangabad,722.7
1974,Aurangabad,644.6
1975,Aurangabad,811.5
1976,Aurangabad,554.1
1977,Aurangabad,637.9
1978,Aurangabad,574
1979,Aurangabad,925.3
1980,Aurangabad,709.8
1981,Aurangabad,665
1982,Aurangabad,536.2
1983,Aurangabad,827.1
1984,Aurangabad,473.2
1985,Aurangabad,418.7
1986,Aurangabad,514.6
1987,Aurangabad,679.3
1988,Aurangabad,872.7
1989,Aurangabad,871.7
1990,Aurangabad,1089.9
1991,Aurangabad,747.8
1992,Aurangabad,673.6
1993,Aurangabad,731.5
1994,Aurangabad,569.5
1995,Aurangabad,540.8
1996,Aurangabad,739.9
1997,Aurangabad,740.5
1998,Aurangabad,891.9
1999,Aurangabad,685.9
2000,Aurangabad,388.4
2001,Aurangabad,611.8
2002,Aurangabad,699.7
2003,Aurangabad,599.2
2004,Aurangabad,715
2005,Aurangabad,699.5
2006,Aurangabad,1013.9
2007,Aurangabad,586.8
2008,Aurangabad,684.2
2009,Aurangabad,578
2012,Aurangabad,404.9
2013,Aurangabad,709.5
2014,Aurangabad,582.2
2015,Aurangabad,597.2
1966,Parbhani,729.6
1967,Parbhani,869.7
1968,Parbhani,702.7
1969,Parbhani,885.7
1970,Parbhani,916.2
1971,Parbhani,710.7
1972,Parbhani,459
1973,Parbhani,998.5
1974,Parbhani,664
1975,Parbhani,1335.4
1976,Parbhani,813.8
1977,Parbhani,781.8
1978,Parbhani,714
1979,Parbhani,727.8
1980,Parbhani,968.1
1981,Parbhani,767.8
1982,Parbhani,550.5
1983,Parbhani,1185.1
1984,Parbhani,678.7
1985,Parbhani,655.3
1986,Parbhani,660.9
1987,Parbhani,867.9
1988,Parbhani,1305.7
1989,Parbhani,1372.1
1990,Parbhani,1383.3
1991,Parbhani,603.1
1992,Parbhani,736.7
1993,Parbhani,678.7
1994,Parbhani,627.1
1995,Parbhani,881.4
1996,Parbhani,954.9
1997,Parbhani,777.1
1998,Parbhani,1280.8
1999,Parbhani,968.4
2000,Parbhani,1407.3
2001,Parbhani,997.7
2002,Parbhani,918
2003,Parbhani,1017
2004,Parbhani,590.7
2005,Parbhani,1258.9
2006,Parbhani,938.7
2007,Parbhani,817.8
2008,Parbhani,709.1
2009,Parbhani,674.9
2012,Parbhani,674.9
2013,Parbhani,1000
2014,Parbhani,567.9
2015,Parbhani,451.7
1966,Beed,559.8
1967,Beed,670.4
1968,Beed,596
1969,Beed,647.6
1970,Beed,762.3
1971,Beed,535.3
1972,Beed,255.8
1973,Beed,747.7
1974,Beed,568.5
1975,Beed,947
1976,Beed,475
1977,Beed,784.7
1978,Beed,725.9
1979,Beed,691.3
1980,Beed,716.2
1981,Beed,724.6
1982,Beed,523.8
1983,Beed,1049.3
1984,Beed,517
1985,Beed,503.3
1986,Beed,551.5
1987,Beed,721.2
1988,Beed,1038.7
1989,Beed,1081.8
1990,Beed,983.6
1991,Beed,405.7
1992,Beed,627.7
1993,Beed,806.9
1994,Beed,470.1
1995,Beed,654.1
1996,Beed,794.4
1997,Beed,826.6
1998,Beed,1136.9
1999,Beed,677.9
2000,Beed,581.9
2001,Beed,721.5
2002,Beed,640
2003,Beed,637.4
2004,Beed,662.2
2005,Beed,675.1
2006,Beed,696.6
2007,Beed,569.7
2008,Beed,607.1
2009,Beed,710
2012,Beed,431.6
2013,Beed,690.5
2014,Beed,457.4
2015,Beed,403.3
1966,Nanded,821.9
1967,Nanded,847
1968,Nanded,802.3
1969,Nanded,873.4
1970,Nanded,1000.4
1971,Nanded,654.2
1972,Nanded,448.3
1973,Nanded,1039.3
1974,Nanded,738.6
1975,Nanded,1249.4
1976,Nanded,801.6
1977,Nanded,876.7
1978,Nanded,953.2
1979,Nanded,850.9
1980,Nanded,988.4
1981,Nanded,1051.4
1982,Nanded,931.4
1983,Nanded,1819.6
1984,Nanded,614.1
1985,Nanded,703
1986,Nanded,768.2
1987,Nanded,799.3
1988,Nanded,1687
1989,Nanded,1326.9
1990,Nanded,1416.3
1991,Nanded,560.9
1992,Nanded,810
1993,Nanded,849
1994,Nanded,681.3
1995,Nanded,1166.7
1996,Nanded,944.1
1997,Nanded,1164.3
1998,Nanded,1140.7
1999,Nanded,972
2000,Nanded,741
2001,Nanded,866.5
2002,Nanded,787.5
2003,Nanded,880.9
2004,Nanded,675.3
2005,Nanded,883
2006,Nanded,745.3
2007,Nanded,586.9
2008,Nanded,507.6
2009,Nanded,494.1
2012,Nanded,684.7
2013,Nanded,1175.3
2014,Nanded,554.9
2015,Nanded,633.2
1966,Osmanabad,854.9
1967,Osmanabad,765.2
1968,Osmanabad,635.6
1969,Osmanabad,656.7
1970,Osmanabad,750.3
1971,Osmanabad,553.8
1972,Osmanabad,282.9
1973,Osmanabad,840.1
1974,Osmanabad,761.5
1975,Osmanabad,850.4
1976,Osmanabad,514.4
1977,Osmanabad,662.2
1978,Osmanabad,928.6
1979,Osmanabad,794.8
1980,Osmanabad,721.7
1981,Osmanabad,823.2
1982,Osmanabad,638.4
1983,Osmanabad,1022.1
1984,Osmanabad,495.5
1985,Osmanabad,567.2
1986,Osmanabad,492.6
1987,Osmanabad,786.9
1988,Osmanabad,992.8
1989,Osmanabad,-1
1990,Osmanabad,1087.1
1991,Osmanabad,476.3
1992,Osmanabad,518.6
1993,Osmanabad,818.5
1994,Osmanabad,436.2
1995,Osmanabad,782.5
1996,Osmanabad,865.5
1997,Osmanabad,636.7
1998,Osmanabad,1260
1999,Osmanabad,709.8
2000,Osmanabad,804.1
2001,Osmanabad,561.5
2002,Osmanabad,568.3
2003,Osmanabad,480.9
2004,Osmanabad,709.3
2005,Osmanabad,860.8
2006,Osmanabad,636.9
2007,Osmanabad,621
2008,Osmanabad,771.2
2009,Osmanabad,713.6
2012,Osmanabad,440.3
2013,Osmanabad,736.2
2014,Osmanabad,622.5
2015,Osmanabad,476.5
1966,Buldhana,714.8
1967,Buldhana,653.3
1968,Buldhana,712.1
1969,Buldhana,783.4
1970,Buldhana,922.5
1971,Buldhana,511.5
1972,Buldhana,517.7
1973,Buldhana,784.1
1974,Buldhana,628.6
1975,Buldhana,885.4
1976,Buldhana,642.9
1977,Buldhana,885.2
1978,Buldhana,867.4
1979,Buldhana,961.7
1980,Buldhana,767
1981,Buldhana,842
1982,Buldhana,486.8
1983,Buldhana,974.9
1984,Buldhana,462.8
1985,Buldhana,534.8
1986,Buldhana,566.5
1987,Buldhana,765.2
1988,Buldhana,985.5
1989,Buldhana,859.1
1990,Buldhana,995.8
1991,Buldhana,506.4
1992,Buldhana,760.4
1993,Buldhana,735.5
1994,Buldhana,698.2
1995,Buldhana,618.2
1996,Buldhana,720
1997,Buldhana,1021.6
1998,Buldhana,1122.9
1999,Buldhana,695.6
2000,Buldhana,340.9
2001,Buldhana,788.5
2002,Buldhana,999.1
2003,Buldhana,705.5
2004,Buldhana,616.3
2005,Buldhana,574
2006,Buldhana,1077.8
2007,Buldhana,678.5
2008,Buldhana,634.2
2009,Buldhana,719.1
2012,Buldhana,597.4
2013,Buldhana,918.8
2014,Buldhana,726.4
2015,Buldhana,694.1
1966,Akola,701.3
1967,Akola,713.1
1968,Akola,613.7
1969,Akola,598.5
1970,Akola,1053
1971,Akola,584.5
1972,Akola,629.3
1973,Akola,933.6
1974,Akola,538.3
1975,Akola,766.1
1976,Akola,726.5
1977,Akola,819.2
1978,Akola,875
1979,Akola,923.9
1980,Akola,671.4
1981,Akola,884.8
1982,Akola,544.6
1983,Akola,847.2
1984,Akola,519.6
1985,Akola,619.9
1986,Akola,864.6
1987,Akola,783.9
1988,Akola,1324.1
1989,Akola,750.3
1990,Akola,1229.4
1991,Akola,583.1
1992,Akola,911.7
1993,Akola,784.9
1994,Akola,982.6
1995,Akola,764.1
1996,Akola,794.2
1997,Akola,843.9
1998,Akola,1001.8
1999,Akola,944
2000,Akola,595.9
2001,Akola,742.1
2002,Akola,833.8
2003,Akola,634.4
2004,Akola,513.4
2005,Akola,889.8
2006,Akola,1195.3
2007,Akola,915.2
2008,Akola,593.4
2009,Akola,683.4
2012,Akola,824.5
2013,Akola,1334.9
2014,Akola,798.2
2015,Akola,834.3
1966,Amarawati,753.4
1967,Amarawati,1227.8
1968,Amarawati,694.4
1969,Amarawati,756.5
1970,Amarawati,1260.9
1971,Amarawati,610.9
1972,Amarawati,783.5
1973,Amarawati,1051.5
1974,Amarawati,832.9
1975,Amarawati,994.5
1976,Amarawati,875.5
1977,Amarawati,1043.3
1978,Amarawati,1094.6
1979,Amarawati,1124.4
1980,Amarawati,844.5
1981,Amarawati,1032.2
1982,Amarawati,755.8
1983,Amarawati,1023.1
1984,Amarawati,939.5
1985,Amarawati,741.1
1986,Amarawati,847.6
1987,Amarawati,589.4
1988,Amarawati,1332.3
1989,Amarawati,751.7
1990,Amarawati,1199.9
1991,Amarawati,667
1992,Amarawati,827.9
1993,Amarawati,840.9
1994,Amarawati,1028.1
1995,Amarawati,841.8
1996,Amarawati,824.7
1997,Amarawati,1121.6
1998,Amarawati,956.4
1999,Amarawati,911
2000,Amarawati,931.3
2001,Amarawati,712.9
2002,Amarawati,657
2003,Amarawati,751.8
2004,Amarawati,653.4
2005,Amarawati,884.5
2006,Amarawati,1007
2007,Amarawati,1097.7
2008,Amarawati,600.9
2009,Amarawati,614.2
2012,Amarawati,1036.5
2013,Amarawati,1114.2
2014,Amarawati,856.8
2015,Amarawati,920.5
1980,Yeotmal,1013
1981,Yeotmal,1167.2
1982,Yeotmal,889.8
1983,Yeotmal,1407.8
1984,Yeotmal,650.8
1985,Yeotmal,805.8
1986,Yeotmal,913.3
1987,Yeotmal,678.6
1988,Yeotmal,1291.1
1989,Yeotmal,924.5
1990,Yeotmal,1313.4
1991,Yeotmal,600.2
1992,Yeotmal,976.4
1993,Yeotmal,814.8
1994,Yeotmal,1050.1
1995,Yeotmal,1114.7
1996,Yeotmal,896
1997,Yeotmal,931.2
1998,Yeotmal,957.7
1999,Yeotmal,908.1
2000,Yeotmal,845.7
2001,Yeotmal,817.1
2002,Yeotmal,897.2
2003,Yeotmal,840.5
2004,Yeotmal,790.2
2005,Yeotmal,1295.5
2006,Yeotmal,1290
2007,Yeotmal,796.1
2008,Yeotmal,704.5
2009,Yeotmal,499.5
2012,Yeotmal,928.7
2013,Yeotmal,1317.5
2014,Yeotmal,763.6
2015,Yeotmal,779.5
1966,Wardha,873.7
1967,Wardha,973.9
1968,Wardha,757.6
1969,Wardha,788
1970,Wardha,1382.5
1971,Wardha,872.2
1972,Wardha,618.9
1973,Wardha,1108.1
1974,Wardha,765.6
1975,Wardha,1018.7
1976,Wardha,880.3
1977,Wardha,1051.6
1978,Wardha,1278.1
1979,Wardha,1440.6
1980,Wardha,1152.7
1981,Wardha,1344.9
1982,Wardha,791.2
1983,Wardha,1010
1984,Wardha,765.3
1985,Wardha,795.3
1986,Wardha,1052.5
1987,Wardha,748.6
1988,Wardha,1186.3
1989,Wardha,1044.9
1990,Wardha,1425.9
1991,Wardha,654.8
1992,Wardha,1017.7
1993,Wardha,827.7
1994,Wardha,1395
1995,Wardha,1017.1
1996,Wardha,768.7
1997,Wardha,1331
1998,Wardha,1052.4
1999,Wardha,1094.1
2000,Wardha,1804.7
2001,Wardha,919.5
2002,Wardha,860.6
2003,Wardha,890.3
2004,Wardha,858.7
2005,Wardha,1174.3
2006,Wardha,1097
2007,Wardha,1314.7
2008,Wardha,818.6
2009,Wardha,665.3
2012,Wardha,880
2013,Wardha,1227.3
2014,Wardha,857.2
2015,Wardha,991.8
1966,Nagpur,985.5
1967,Nagpur,1170.1
1968,Nagpur,928.9
1969,Nagpur,918.3
1970,Nagpur,1326.2
1971,Nagpur,1078.2
1972,Nagpur,623.2
1973,Nagpur,1183.3
1974,Nagpur,845.8
1975,Nagpur,1349.5
1976,Nagpur,1031
1977,Nagpur,1192.2
1978,Nagpur,1261.4
1979,Nagpur,1176.4
1980,Nagpur,1079.5
1981,Nagpur,1362
1982,Nagpur,780.2
1983,Nagpur,1213.9
1984,Nagpur,970.3
1985,Nagpur,1060.2
1986,Nagpur,1129
1987,Nagpur,765.4
1988,Nagpur,1121.7
1989,Nagpur,769.2
1990,Nagpur,978.8
1991,Nagpur,837.9
1992,Nagpur,997.4
1993,Nagpur,1194.2
1994,Nagpur,1618.8
1995,Nagpur,1072.8
1996,Nagpur,821
1997,Nagpur,1384.7
1998,Nagpur,997
1999,Nagpur,1155
2000,Nagpur,680.9
2001,Nagpur,1024.7
2002,Nagpur,863.2
2003,Nagpur,1068.3
2004,Nagpur,791.5
2005,Nagpur,1329.3
2006,Nagpur,1076.4
2007,Nagpur,1250.7
2008,Nagpur,840.8
2009,Nagpur,930.2
2012,Nagpur,1019.9
2013,Nagpur,1443.5
2014,Nagpur,867.7
2015,Nagpur,1121.8
1966,Bhandara,1182.7
1967,Bhandara,1416.2
1968,Bhandara,1226.4
1969,Bhandara,1278.9
1970,Bhandara,1458.6
1971,Bhandara,1288.8
1972,Bhandara,890.3
1973,Bhandara,1224.4
1974,Bhandara,1003.9
1975,Bhandara,1844.2
1976,Bhandara,1095.1
1977,Bhandara,1416.1
1978,Bhandara,1526.3
1979,Bhandara,1118.5
1980,Bhandara,1220.2
1981,Bhandara,1424.8
1982,Bhandara,1126.5
1983,Bhandara,1412
1984,Bhandara,956.7
1985,Bhandara,1061
1986,Bhandara,1606.6
1987,Bhandara,968.2
1988,Bhandara,1319.2
1989,Bhandara,1064.1
1990,Bhandara,1433.5
1991,Bhandara,1134.1
1992,Bhandara,1165.2
1993,Bhandara,1350.9
1994,Bhandara,2150.7
1995,Bhandara,1197.3
1996,Bhandara,825.5
1997,Bhandara,1675
1998,Bhandara,1311.2
1999,Bhandara,1348.4
2000,Bhandara,2328.2
2001,Bhandara,1381.1
2002,Bhandara,1278.5
2003,Bhandara,1408.9
2004,Bhandara,781.7
2005,Bhandara,1797.5
2006,Bhandara,1347.3
2007,Bhandara,1009.3
2008,Bhandara,881.5
2009,Bhandara,928
2012,Bhandara,1392.8
2013,Bhandara,1764.7
2014,Bhandara,1012.2
2015,Bhandara,1169.2
1966,Chandrapur,1334.4
1967,Chandrapur,1505.6
1968,Chandrapur,1308.2
1969,Chandrapur,1129.8
1970,Chandrapur,1372.9
1971,Chandrapur,1300.1
1972,Chandrapur,773.8
1973,Chandrapur,1317
1974,Chandrapur,902.7
1975,Chandrapur,1745.8
1976,Chandrapur,1113.4
1977,Chandrapur,1102.6
1978,Chandrapur,1340.8
1979,Chandrapur,1088.6
1980,Chandrapur,1172.6
1981,Chandrapur,1450.5
1982,Chandrapur,936.4
1983,Chandrapur,1285.9
1984,Chandrapur,793.6
1985,Chandrapur,1059.4
1986,Chandrapur,1448
1987,Chandrapur,849.2
1988,Chandrapur,1205.1
1989,Chandrapur,949.3
1990,Chandrapur,1859.7
1991,Chandrapur,1015.1
1992,Chandrapur,1363
1993,Chandrapur,1157.2
1994,Chandrapur,1675.7
1995,Chandrapur,1246.8
1996,Chandrapur,781.1
1997,Chandrapur,1341.2
1998,Chandrapur,1197.2
1999,Chandrapur,1097.1
2000,Chandrapur,687.4
2001,Chandrapur,1196.2
2002,Chandrapur,868.1
2003,Chandrapur,1117.4
2004,Chandrapur,836
2005,Chandrapur,1602.8
2006,Chandrapur,1270.3
2007,Chandrapur,1455.2
2008,Chandrapur,1074.4
2009,Chandrapur,722.7
2012,Chandrapur,1338.3
2013,Chandrapur,1904.3
2014,Chandrapur,924.5
2015,Chandrapur,1191.7
1966,Ahmedabad,530.9
1967,Ahmedabad,693.9
1968,Ahmedabad,298.7
1969,Ahmedabad,449.8
1970,Ahmedabad,1025.3
1971,Ahmedabad,507.8
1972,Ahmedabad,239.9
1973,Ahmedabad,661.4
1974,Ahmedabad,277.2
1975,Ahmedabad,1057.7
1976,Ahmedabad,1228.7
1977,Ahmedabad,873.1
1978,Ahmedabad,675.9
1979,Ahmedabad,796.4
1980,Ahmedabad,562.1
1981,Ahmedabad,880.4
1982,Ahmedabad,582
1983,Ahmedabad,942.2
1984,Ahmedabad,706.4
1985,Ahmedabad,589.6
1986,Ahmedabad,387.5
1987,Ahmedabad,225.8
1988,Ahmedabad,810.9
1989,Ahmedabad,637
1990,Ahmedabad,1045.4
1991,Ahmedabad,542.9
1992,Ahmedabad,576.6
1993,Ahmedabad,665
1994,Ahmedabad,1325.2
1995,Ahmedabad,416.7
1996,Ahmedabad,651
1997,Ahmedabad,1042.9
1998,Ahmedabad,665.3
1999,Ahmedabad,552.3
2000,Ahmedabad,502.5
2001,Ahmedabad,735.3
2002,Ahmedabad,327.3
2003,Ahmedabad,791
2004,Ahmedabad,754
2005,Ahmedabad,1142
2006,Ahmedabad,941
2007,Ahmedabad,864
2008,Ahmedabad,766.8
2009,Ahmedabad,387.1
2012,Ahmedabad,406.7
2013,Ahmedabad,929
2014,Ahmedabad,698.1
2015,Ahmedabad,415.7
1966,Amreli,310.8
1967,Amreli,604.4
1968,Amreli,448.2
1969,Amreli,422.5
1970,Amreli,792.9
1971,Amreli,645.5
1972,Amreli,228.8
1973,Amreli,594.3
1974,Amreli,323.3
1975,Amreli,470.2
1976,Amreli,587.1
1977,Amreli,575.4
1978,Amreli,443.4
1979,Amreli,852.1
1980,Amreli,674.8
1981,Amreli,742.5
1982,Amreli,646.1
1983,Amreli,1139
1984,Amreli,410.6
1985,Amreli,383.3
1986,Amreli,417
1987,Amreli,204.4
1988,Amreli,1126.4
1989,Amreli,578.1
1990,Amreli,640
1991,Amreli,269
1992,Amreli,610
1993,Amreli,508
1994,Amreli,708
1995,Amreli,472.5
1996,Amreli,644.5
1997,Amreli,588.2
1998,Amreli,721.4
1999,Amreli,410.3
2000,Amreli,305.9
2001,Amreli,524
2002,Amreli,558.6
2003,Amreli,671.2
2004,Amreli,593
2005,Amreli,1071
2006,Amreli,823
2007,Amreli,1064
2008,Amreli,728.4
2009,Amreli,509.7
2012,Amreli,344.7
2013,Amreli,901.2
2014,Amreli,537.1
2015,Amreli,782.8
1966,Banaskantha,399.6
1967,Banaskantha,694.4
1968,Banaskantha,283.9
1969,Banaskantha,264.9
1970,Banaskantha,747.7
1971,Banaskantha,359.5
1972,Banaskantha,305.2
1973,Banaskantha,775.2
1974,Banaskantha,158.5
1975,Banaskantha,1067.9
1976,Banaskantha,718.1
1977,Banaskantha,1146.1
1978,Banaskantha,535.9
1979,Banaskantha,407.3
1980,Banaskantha,443.1
1981,Banaskantha,527.6
1982,Banaskantha,437
1983,Banaskantha,570.7
1984,Banaskantha,627.5
1985,Banaskantha,257.1
1986,Banaskantha,225.1
1987,Banaskantha,66.3
1988,Banaskantha,604.2
1989,Banaskantha,513.2
1990,Banaskantha,770.2
1991,Banaskantha,544.6
1992,Banaskantha,935.5
1993,Banaskantha,856.6
1994,Banaskantha,1345
1995,Banaskantha,432.7
1996,Banaskantha,414.5
1997,Banaskantha,774
1998,Banaskantha,586.6
1999,Banaskantha,205.7
2000,Banaskantha,357.6
2001,Banaskantha,626.8
2002,Banaskantha,209.1
2003,Banaskantha,739.9
2004,Banaskantha,391
2005,Banaskantha,745
2006,Banaskantha,1371
2007,Banaskantha,844
2008,Banaskantha,539.1
2009,Banaskantha,369.9
2012,Banaskantha,439.2
2013,Banaskantha,966.3
2014,Banaskantha,530
2015,Banaskantha,834.9
1966,Bharuch,591.2
1967,Bharuch,811.4
1968,Bharuch,797.7
1969,Bharuch,718.1
1970,Bharuch,1381.4
1971,Bharuch,744.2
1972,Bharuch,412
1973,Bharuch,945.3
1974,Bharuch,317.9
1975,Bharuch,881.1
1976,Bharuch,1586.4
1977,Bharuch,805
1978,Bharuch,845.1
1979,Bharuch,727.3
1980,Bharuch,634.6
1981,Bharuch,1023.7
1982,Bharuch,472.5
1983,Bharuch,1317.3
1984,Bharuch,677
1985,Bharuch,633.6
1986,Bharuch,523.6
1987,Bharuch,404.9
1988,Bharuch,1066.1
1989,Bharuch,750.4
1990,Bharuch,881
1991,Bharuch,433
1992,Bharuch,942
1993,Bharuch,856
1994,Bharuch,1373
1995,Bharuch,635.2
1996,Bharuch,614.5
1997,Bharuch,770.5
1998,Bharuch,872.9
1999,Bharuch,431.8
2000,Bharuch,357.3
2001,Bharuch,614.9
2002,Bharuch,714.4
2003,Bharuch,778.5
2004,Bharuch,786
2005,Bharuch,889
2006,Bharuch,920
2007,Bharuch,900
2008,Bharuch,757.5
2009,Bharuch,427.1
2012,Bharuch,401.7
2013,Bharuch,1165.1
2014,Bharuch,621
2015,Bharuch,453.4
1966,Vadodara / Baroda,717
1967,Vadodara / Baroda,1066.8
1968,Vadodara / Baroda,666.9
1969,Vadodara / Baroda,1220.9
1970,Vadodara / Baroda,1522.9
1971,Vadodara / Baroda,882.7
1972,Vadodara / Baroda,558.7
1973,Vadodara / Baroda,1261.5
1974,Vadodara / Baroda,457.7
1975,Vadodara / Baroda,1056
1976,Vadodara / Baroda,1910.5
1977,Vadodara / Baroda,1332
1978,Vadodara / Baroda,1187.4
1979,Vadodara / Baroda,886.1
1980,Vadodara / Baroda,819.7
1981,Vadodara / Baroda,1190.9
1982,Vadodara / Baroda,686.4
1983,Vadodara / Baroda,1238.1
1984,Vadodara / Baroda,792.2
1985,Vadodara / Baroda,627.7
1986,Vadodara / Baroda,415.1
1987,Vadodara / Baroda,409.1
1988,Vadodara / Baroda,1060.8
1989,Vadodara / Baroda,849.9
1990,Vadodara / Baroda,879
1991,Vadodara / Baroda,703
1992,Vadodara / Baroda,764.9
1993,Vadodara / Baroda,864
1994,Vadodara / Baroda,1377.1
1995,Vadodara / Baroda,719.7
1996,Vadodara / Baroda,1265.9
1997,Vadodara / Baroda,1202.4
1998,Vadodara / Baroda,1199.7
1999,Vadodara / Baroda,499.3
2000,Vadodara / Baroda,503.3
2001,Vadodara / Baroda,963.7
2002,Vadodara / Baroda,742.1
2003,Vadodara / Baroda,1053.1
2004,Vadodara / Baroda,1027
2005,Vadodara / Baroda,1328
2006,Vadodara / Baroda,1673
2007,Vadodara / Baroda,1183
2008,Vadodara / Baroda,851.2
2009,Vadodara / Baroda,513
2012,Vadodara / Baroda,624.6
2013,Vadodara / Baroda,1442.1
2014,Vadodara / Baroda,715.6
2015,Vadodara / Baroda,431.7
1966,Bhavnagar,433.2
1967,Bhavnagar,590.9
1968,Bhavnagar,541
1969,Bhavnagar,461.9
1970,Bhavnagar,1026.5
1971,Bhavnagar,695.9
1972,Bhavnagar,203.9
1973,Bhavnagar,637.3
1974,Bhavnagar,299.8
1975,Bhavnagar,562.3
1976,Bhavnagar,907.8
1977,Bhavnagar,626.5
1978,Bhavnagar,437.8
1979,Bhavnagar,849.9
1980,Bhavnagar,508.6
1981,Bhavnagar,693.4
1982,Bhavnagar,470.3
1983,Bhavnagar,995.8
1984,Bhavnagar,477.7
1985,Bhavnagar,447.2
1986,Bhavnagar,294.8
1987,Bhavnagar,208.3
1988,Bhavnagar,722.1
1989,Bhavnagar,581.7
1990,Bhavnagar,730
1991,Bhavnagar,348
1992,Bhavnagar,637
1993,Bhavnagar,436
1994,Bhavnagar,656
1995,Bhavnagar,431.7
1996,Bhavnagar,510.4
1997,Bhavnagar,600.4
1998,Bhavnagar,595.4
1999,Bhavnagar,389.1
2000,Bhavnagar,276.9
2001,Bhavnagar,579
2002,Bhavnagar,662.5
2003,Bhavnagar,487.5
2004,Bhavnagar,509
2005,Bhavnagar,924
2006,Bhavnagar,733
2007,Bhavnagar,995
2008,Bhavnagar,740.7
2009,Bhavnagar,380.9
2012,Bhavnagar,381.5
2013,Bhavnagar,933.2
2014,Bhavnagar,495.8
2015,Bhavnagar,556.3
1966,Valsad,1830.1
1967,Valsad,1725.5
1968,Valsad,1706.9
1969,Valsad,2407.3
1970,Valsad,2430.8
1971,Valsad,1815.6
1972,Valsad,1113.6
1973,Valsad,2061.4
1974,Valsad,1064.4
1975,Valsad,2177.4
1976,Valsad,3147.5
1977,Valsad,2166.7
1978,Valsad,1732.3
1979,Valsad,1951.3
1980,Valsad,1872.5
1981,Valsad,2223.8
1982,Valsad,1717.2
1983,Valsad,3002.7
1984,Valsad,1782.3
1985,Valsad,1546.6
1986,Valsad,1433.9
1987,Valsad,1529.8
1988,Valsad,2285.6
1989,Valsad,1677.8
1990,Valsad,1558.9
1991,Valsad,1526.4
1992,Valsad,2102
1993,Valsad,2479
1994,Valsad,3261.6
1995,Valsad,1562.6
1996,Valsad,1915.9
1997,Valsad,1753.5
1998,Valsad,2673.6
1999,Valsad,2245
2000,Valsad,1833
2001,Valsad,2124.4
2002,Valsad,1814.8
2003,Valsad,2356.6
2004,Valsad,2589
2005,Valsad,1285
2006,Valsad,2448
2007,Valsad,2245
2008,Valsad,2246.3
2009,Valsad,1830.9
2012,Valsad,1497.2
2013,Valsad,2804.1
2014,Valsad,1970.1
2015,Valsad,1461.1
1966,Dangs,1702.8
1967,Dangs,2033.6
1968,Dangs,1962.7
1969,Dangs,2119.9
1970,Dangs,2388.4
1971,Dangs,1593.4
1972,Dangs,1210.7
1973,Dangs,1950.3
1974,Dangs,949.4
1975,Dangs,1153
1976,Dangs,2951.6
1977,Dangs,1854.1
1978,Dangs,1727
1979,Dangs,2591.6
1980,Dangs,1988.1
1981,Dangs,2148.3
1982,Dangs,1674
1983,Dangs,2914.8
1984,Dangs,1987.3
1985,Dangs,1558
1986,Dangs,1211.8
1987,Dangs,1093.5
1988,Dangs,2447.9
1989,Dangs,1700
1990,Dangs,1828.2
1991,Dangs,2145
1992,Dangs,1935.4
1993,Dangs,3211.2
1994,Dangs,4647.6
1995,Dangs,1852.3
1996,Dangs,1909
1997,Dangs,1883.1
1998,Dangs,3770
1999,Dangs,3111
2000,Dangs,1636
2001,Dangs,2649
2002,Dangs,2442
2003,Dangs,2189
2004,Dangs,2640
2005,Dangs,3802
2006,Dangs,2626
2007,Dangs,1860
2008,Dangs,2593
2009,Dangs,1473
2012,Dangs,1450.2
2013,Dangs,1642
2014,Dangs,1203
2015,Dangs,1173.7
1966,Jamnagar,316.3
1967,Jamnagar,822.2
1968,Jamnagar,375.5
1969,Jamnagar,403.2
